WDJname,predicted_class,probability_of_predicted_class,spec_continuum_median_SNR,|                   |,prob_CV,prob_DA,prob_DAH,prob_DAZ_DZA,prob_DB,prob_DBZ_DZB,prob_DC,prob_DO,prob_DQ,prob_DZ
WDJ093438.68+030206.04,DA,0.9898426,10.3144,|                   |,0.0005960423,0.9898426,0.004628584,0.0003218764,0.0019076784,6.2033774e-07,0.00028861838,0.00063318695,0.0008743425,0.00090649544
WDJ093733.40-065430.70,DB,0.9981525,13.1767,|                   |,5.8492802e-05,6.248134e-10,0.0002259853,6.90948e-14,0.9981525,0.000110380395,2.1051064e-05,0.00032358099,7.060762e-05,0.0010373052
WDJ094906.55+710111.05,DA,0.99710864,23.4694,|                   |,0.0003852964,0.99710864,0.0001436049,0.0014278325,7.432784e-05,1.0643546e-07,0.00017669908,0.00020691869,0.00026954027,0.00020707306
WDJ093352.22+060701.59,DA,0.8628107,6.4345,|                   |,0.002660062,0.8628107,0.017330663,0.0016342637,0.0035996276,6.8181134e-06,0.098385476,0.0062889643,0.005449194,0.0018343097
WDJ090530.36+412315.58,DA,0.995919,8.5605,|                   |,0.00020283491,0.995919,0.001196195,0.0007463255,0.00028917688,2.1670445e-07,0.0004269867,0.0003763198,0.0004972104,0.00034577746
WDJ094807.73+704421.30,DA,0.99441195,8.2097,|                   |,0.0003258253,0.99441195,0.001252103,0.0017955465,0.000259133,4.679e-07,0.0004316197,0.00044978788,0.0007310118,0.00034256518
WDJ093749.04+000212.93,DA,0.9841221,9.5896,|                   |,0.00014485221,0.9841221,0.00069456827,0.0057192547,0.0028267214,1.6427575e-05,0.00035995434,0.0005344401,0.0010865676,0.0044950964
WDJ090326.88+062018.62,DA,0.9947451,19.3051,|                   |,0.00033165392,0.9947451,0.0012006124,0.0009115765,0.0005092455,4.6666855e-07,0.0006901932,0.0005609069,0.00061807607,0.00043225594
WDJ092501.57+685750.12,DA,0.9944254,25.6819,|                   |,0.00040436184,0.9944254,0.0017228159,0.0005609489,0.0004530317,2.5555224e-07,0.00043228414,0.00055029674,0.00082679465,0.00062379095
WDJ092424.46+441406.85,DA,0.9978769,16.6533,|                   |,0.00030733165,0.9978769,0.00034884838,0.00063690194,0.00015576993,9.942126e-08,0.00013462108,0.00018703805,0.00017804491,0.0001745261
WDJ093308.66-050545.92,DA,0.801856,24.1185,|                   |,0.0010344874,0.801856,0.04234766,0.00078083354,0.0018065216,1.7591595e-06,0.1431969,0.0026052394,0.005611923,0.0007586342
WDJ092734.32+094711.60,DA,0.99530095,41.3132,|                   |,8.7191205e-05,0.99530095,0.0034757874,0.0006172139,4.0937037e-05,2.5386196e-08,0.00019624157,0.00010126864,0.00015184807,2.8479946e-05
WDJ091740.19+055949.14,DB,0.99853283,30.6738,|                   |,2.626111e-05,7.101076e-10,0.00031460772,2.679675e-13,0.99853283,0.0003768082,6.1177498e-06,0.00013953191,3.4945973e-05,0.00056881557
WDJ093953.14+070223.49,DA,0.9949009,7.16,|                   |,0.0003715429,0.9949009,0.0006054022,0.0019626496,0.00018041598,3.5590818e-07,0.00047322884,0.00040338942,0.0007522779,0.00034976966
WDJ090942.02+601928.10,DA,0.9980449,47.6038,|                   |,6.0424696e-05,0.9980449,0.00031766438,0.0011435052,7.248946e-05,8.3054466e-08,9.334391e-05,8.387092e-05,0.00014888727,3.488655e-05
WDJ090320.15+351249.99,DA,0.9949364,18.2527,|                   |,0.00016466931,0.9949364,0.0006622018,0.0009562467,0.00046762213,4.494379e-07,0.0014213825,0.00023545825,0.00069545495,0.0004602122
WDJ095332.93+702948.69,DA,0.9971936,39.8879,|                   |,0.00037886488,0.9971936,0.00021575346,0.0013062165,8.4701685e-05,1.1095011e-07,0.0002604957,0.00018447917,0.0002133609,0.00016258881
WDJ090316.81+041200.34,DA,0.9968476,36.2979,|                   |,0.00041004797,0.9968476,0.00019200573,0.0012962834,0.000104349034,1.3569368e-07,0.00030336567,0.00025861326,0.00034906104,0.00023853741
WDJ092936.04+053700.15,DAZ/DZA,0.93986565,11.4658,|                   |,5.961071e-06,0.0010168016,0.00012155408,0.93986565,4.9209467e-07,0.00045486048,0.0003133769,0.00012758041,0.057140563,0.00095327315
WDJ091441.73+155130.57,DA,0.9964131,21.1897,|                   |,0.00039598087,0.9964131,0.0004349312,0.0016055468,0.00013808871,2.2250599e-07,0.00019563135,0.00025274794,0.0003649231,0.00019870981
WDJ095016.64+434644.28,DA,0.9917548,10.6639,|                   |,0.00047513054,0.9917548,0.0052856742,0.00025004955,0.00029133697,7.345432e-08,0.00039333224,0.00080669636,0.00048124127,0.0002616492
WDJ091905.12+063246.70,DA,0.9966733,17.9923,|                   |,0.00043144252,0.9966733,0.0003758699,0.0012552842,0.00014088667,1.774431e-07,0.00027826522,0.0002889717,0.0003303691,0.00022559355
WDJ092655.13+442155.52,DC,0.7049397,14.3402,|                   |,0.0006934962,0.25599247,0.022166157,0.00069161586,0.0013987606,3.779037e-06,0.7049397,0.0015888416,0.011918823,0.0006063251
WDJ093239.71+710206.25,DA,0.99711305,20.7683,|                   |,4.627721e-05,0.99711305,0.0009778674,0.0007297815,5.5622477e-05,4.0709782e-08,0.000808122,3.031309e-05,0.00016905364,6.9764494e-05
WDJ092738.41+782455.36,P<0.7,0.5972021,18.2285,|                   |,1.2361753e-05,4.8098238e-05,0.00011841725,0.5972021,4.5346855e-08,0.0005630401,0.00044973308,0.00023224553,0.40014535,0.0012285751
WDJ093611.99-041609.48,DA,0.99637705,20.5675,|                   |,0.00022765757,0.99637705,0.0012879771,0.0010443097,0.00018319748,1.9201053e-07,0.00014090409,0.00030555952,0.0003305935,0.000102607126
WDJ095940.24+003634.04,DA,0.99749035,22.9864,|                   |,0.00044721077,0.99749035,0.00024518208,0.0007960087,9.0417045e-05,7.215384e-08,0.0002272868,0.00022180773,0.00022144716,0.00026024337
WDJ092042.96+045111.91,P<0.7,0.4532846,7.7583,|                   |,0.008212433,0.4532846,0.21736959,0.00027546336,0.21247269,0.00012912074,0.010076335,0.038326386,0.022698818,0.03715452
WDJ091258.84+091815.82,DA,0.99611396,31.2533,|                   |,0.0005152456,0.99611396,0.00020276301,0.0016100842,0.00013403154,2.1664394e-07,0.00033115898,0.00027982684,0.00044990136,0.000362735
WDJ093127.33+254320.22,DA,0.9975308,10.7557,|                   |,0.0003353297,0.9975308,0.00053156074,0.00041315082,0.0001037814,4.29835e-08,0.00027878588,0.0002979182,0.00025449166,0.00025419283
WDJ093113.65-012238.94,DA,0.9983911,6.7912,|                   |,6.563296e-05,0.9983911,0.00032170338,0.00046702672,4.4381104e-05,2.0760563e-08,0.0003120528,5.41948e-05,0.00017037666,0.00017361665
WDJ095541.17+360657.68,DA,0.9935782,37.6019,|                   |,0.0002105875,0.9935782,0.0010494789,0.0022138485,0.00069146004,1.5406818e-06,0.0007430244,0.0004394654,0.0007130943,0.00035929182
WDJ090749.53+522350.24,DA,0.9965352,10.6444,|                   |,0.00040029504,0.9965352,0.00060817203,0.00057872076,0.00020657628,1.1996563e-07,0.00033416355,0.00039201637,0.00048641305,0.0004582384
WDJ094222.52+360143.49,DA,0.9969559,7.6272,|                   |,0.00031323,0.9969559,0.0006647859,0.000536461,0.00012779672,6.87673e-08,0.00028330373,0.00033645306,0.00044647107,0.00033564883
WDJ093416.08+483239.52,DB,0.968732,8.122,|                   |,0.00086199376,0.00010766557,0.01343052,4.214911e-08,0.968732,0.00037924093,0.0015558657,0.0047474382,0.002377725,0.0078075724
WDJ092241.98-012321.27,DA,0.9970121,9.3944,|                   |,0.00014487514,0.9970121,0.0009771386,0.00072687137,9.803881e-05,7.1475164e-08,0.00049660093,0.00012387468,0.0002576005,0.00016301323
WDJ093558.48+020245.19,DA,0.99546444,21.8295,|                   |,6.3671716e-05,0.99546444,0.0032942444,0.0004827115,8.278948e-05,4.0145515e-08,0.00030041428,9.8661076e-05,0.00016215011,5.081733e-05
WDJ095919.62+105837.11,DA,0.99443686,7.5433,|                   |,0.00042446746,0.99443686,0.0015898832,0.0010505525,0.0002248737,2.3756321e-07,0.0007775038,0.0004425259,0.0005923696,0.00046069996
WDJ092329.56+322905.66,DA,0.9924903,13.6476,|                   |,0.00046415522,0.9924903,0.0036898637,0.0004265912,0.00035532954,1.5272738e-07,0.00060823676,0.0009927634,0.00057956,0.00039310826
WDJ094254.49-064400.73,DA,0.9971301,14.8213,|                   |,0.0002818064,0.9971301,0.0006314474,0.0004985103,0.00027297178,1.3647092e-07,0.00020657113,0.00030105034,0.00035398244,0.00032341608
WDJ091800.60+334746.31,DA,0.9911373,6.9062,|                   |,0.0006792208,0.9911373,0.0012402622,0.0016038937,0.000514972,8.3334606e-07,0.0020483236,0.00078576145,0.0011185887,0.00087076786
WDJ095945.68+320242.74,DA,0.96184725,28.8827,|                   |,0.0006420819,0.96184725,0.0008437958,0.0008385056,0.0027621957,2.407988e-06,0.00028700248,0.0003074686,0.0011335531,0.03133574
WDJ092526.97+475256.79,P<0.7,0.5108281,11.0032,|                   |,0.00284504,0.4541046,0.5108281,0.00032821685,0.0069848346,5.048485e-06,0.0009727944,0.014943404,0.007239298,0.0017487077
WDJ095503.92+331710.33,DA,0.9985564,41.1276,|                   |,3.2912492e-05,0.9985564,0.0007448273,0.00035028346,2.6469655e-05,9.285287e-09,0.00016211862,2.8611568e-05,8.03948e-05,1.7881675e-05
WDJ091450.78+031450.59,DA,0.99659634,16.0653,|                   |,0.00034864518,0.99659634,0.00025164423,0.0017289984,0.00012639772,2.1928784e-07,0.00025148544,0.00021419939,0.000290503,0.00019164616
WDJ093111.54+005149.64,DA,0.99592566,10.3897,|                   |,0.00014253183,0.99592566,0.0018490071,0.0008195499,0.000120666846,9.9297075e-08,0.0005214966,0.00014574376,0.00034317825,0.00013198507
WDJ091549.93+635454.94,DA,0.9968097,19.3872,|                   |,0.00039184117,0.9968097,0.00048044833,0.0006197211,8.9459936e-05,5.5617647e-08,0.00067651033,0.00032912614,0.00030598714,0.0002971901
WDJ093019.53+004304.30,DA,0.99376035,10.4578,|                   |,0.00013232477,0.99376035,0.0037022443,0.00037351242,6.2093226e-05,2.3338215e-08,0.0014874554,0.000117561176,0.00024617513,0.00011824786
WDJ094430.92-024157.20,DA,0.99676645,15.0145,|                   |,0.0005189511,0.99676645,0.00023848485,0.0011394501,0.000108658,1.2421202e-07,0.00030751852,0.0002905114,0.0002765987,0.00035340307
WDJ092035.51+002422.85,DA,0.993912,10.096,|                   |,0.00016284961,0.993912,0.0024890646,0.00049926556,0.00012139491,6.0979545e-08,0.0021427702,0.00014198873,0.00037577286,0.00015470077
WDJ092535.00-014046.81,DA,0.997716,11.8047,|                   |,0.00029550085,0.997716,0.00032245743,0.0004991373,0.00013398987,6.7032445e-08,0.00017247313,0.0002628304,0.00027470515,0.0003227682
WDJ093343.92+061705.43,DA,0.99184394,5.9317,|                   |,0.001487664,0.99184394,0.0004622087,0.00045004766,0.00016702262,7.578626e-08,0.004441477,0.0003645133,0.00026314327,0.00051997683
WDJ091306.51+093327.02,DA,0.9965352,43.4929,|                   |,0.0004522097,0.9965352,0.00012678042,0.0019372385,7.8207e-05,1.5203237e-07,0.00015497801,0.0001978018,0.00030850552,0.00020891395
WDJ093643.54+164702.99,DB,0.9874016,10.502,|                   |,6.129811e-05,5.7093274e-08,0.00082848663,5.5044264e-10,0.9874016,0.009519649,0.00019835429,0.0006104996,0.00076899864,0.0006110017
WDJ092208.62+053120.37,DA,0.9970017,26.5015,|                   |,0.00031273157,0.9970017,0.00034806968,0.0013603861,0.00019809902,2.703016e-07,0.0001446113,0.00021516015,0.00024280092,0.00017620382
WDJ092132.52+315938.86,DA,0.9965357,17.6334,|                   |,0.0003053865,0.9965357,0.00036068444,0.0016555586,0.000117453186,1.9512659e-07,0.00025796416,0.00025856835,0.0003684984,0.00013992762
WDJ090547.27+002924.08,DC,0.9322828,47.4325,|                   |,0.003001905,0.0033867161,0.03923002,1.5297849e-06,0.00500482,2.2606848e-06,0.9322828,0.0127366455,0.00403445,0.00031884538
WDJ092228.57+121125.83,DA,0.997179,13.5354,|                   |,0.00029023652,0.997179,0.00060857605,0.00086522085,0.00020138822,1.7473822e-07,0.00018459771,0.00022608625,0.00024237501,0.00020233892
WDJ095117.27+433243.75,DA,0.99744695,16.4021,|                   |,0.00033646496,0.99744695,0.00025581173,0.00101476,0.000119189695,1.2125851e-07,0.00016743394,0.00022934556,0.00023527071,0.00019472548
WDJ092308.44+054340.59,DA,0.99745244,15.4292,|                   |,3.5385823e-05,0.99745244,0.0006386751,0.0010939669,8.616126e-05,9.4498304e-08,0.00040945288,5.870912e-05,0.00017888912,4.6309615e-05
WDJ091526.26+633636.26,DA,0.9962735,9.1836,|                   |,0.00048538853,0.9962735,0.0003916429,0.001158688,0.000103558596,1.2044093e-07,0.0003968426,0.00030802813,0.00043914956,0.00044300815
WDJ092714.01+670822.49,DA,0.9956791,10.5423,|                   |,0.0001443633,0.9956791,0.0007744378,0.0017020516,0.0001731496,2.9598849e-07,0.0005869802,0.00026206239,0.00058472547,9.2940965e-05
WDJ091215.44+011958.81,DA,0.9973641,27.0475,|                   |,0.00028341127,0.9973641,0.0008568002,0.00039081162,6.668276e-05,2.6129273e-08,0.0003534416,0.00012253496,0.00018391923,0.00037839886
WDJ092148.78+082441.43,DA,0.9958352,15.9807,|                   |,0.0005396126,0.9958352,0.00046672672,0.0012457322,0.0003204675,4.0088628e-07,0.00017666511,0.00044654004,0.00041481174,0.00055375183
WDJ090413.57-061922.72,DA,0.99667454,8.6138,|                   |,0.00013612057,0.99667454,0.00049586245,0.00075900264,0.00022656325,1.7253586e-07,0.0004880177,0.00019652497,0.00066005817,0.0003631279
WDJ091302.03-060521.42,DA,0.9972893,10.3828,|                   |,0.00029005922,0.9972893,0.0005063873,0.00066465855,0.00013969789,9.3103786e-08,0.00031026863,0.0002682768,0.00027243086,0.00025879944
WDJ091258.96-024019.84,DA,0.9985933,21.5556,|                   |,0.00029617318,0.9985933,8.085274e-05,0.00041434923,2.4762414e-06,1.0274741e-09,6.563289e-05,1.6402591e-05,4.453328e-05,0.00048627856
WDJ095323.71+325316.39,DA,0.9975213,64.857,|                   |,0.00041316482,0.9975213,0.0008121957,0.0004616661,0.00011516161,5.3298322e-08,0.00021500539,0.00014285084,0.0001258233,0.00019283863
WDJ094800.53+714959.94,DA,0.9927081,8.5742,|                   |,0.0006139601,0.9927081,0.0016559446,0.0014285177,0.00027744492,3.9924623e-07,0.0012509197,0.0006964717,0.0007329796,0.0006353057
WDJ093845.95+054852.35,DA,0.9966136,8.3898,|                   |,0.00038071416,0.9966136,0.0008642479,0.0004743246,0.00016082467,7.654229e-08,0.00043888853,0.00039054136,0.0003469423,0.00032989003
WDJ093141.20-000754.32,DA,0.9965116,17.9259,|                   |,0.0004518573,0.9965116,0.0003281891,0.0008945092,0.0001305699,1.17204834e-07,0.00049930974,0.0003087977,0.0004650008,0.00041005152
WDJ092940.38+701645.79,DA,0.991516,34.2579,|                   |,0.0007057972,0.991516,0.00041545264,0.0042092595,0.00044153671,1.8744454e-06,0.0008924508,0.00040945108,0.00088884047,0.0005193733
WDJ093025.14-040701.59,DA,0.9969231,13.7051,|                   |,0.00042449962,0.9969231,0.00017931739,0.0014397503,8.0922764e-05,1.1686817e-07,0.0002145945,0.00022124394,0.00026033507,0.00025606903
WDJ095254.33+331727.38,DA,0.9974253,21.5116,|                   |,6.305231e-05,0.9974253,0.0013730249,0.0004657505,6.3480664e-05,2.9642473e-08,0.0003647456,6.503172e-05,0.00013492297,4.4608063e-05
WDJ094412.81+680310.02,P<0.7,0.57799697,27.8969,|                   |,0.002171401,0.39921606,0.57799697,0.00010706013,0.0024627962,6.604626e-07,0.0018717778,0.012544376,0.0031067894,0.0005220017
WDJ095451.68+004808.73,DB,0.97929513,8.9895,|                   |,0.00026793664,5.950406e-05,0.0055981837,4.7326413e-08,0.97929513,0.0007788801,0.00040411105,0.002628116,0.00094890164,0.010019198
WDJ091759.36+635358.71,DA,0.99706674,17.2237,|                   |,0.00047354685,0.99706674,0.00010038442,0.0014451524,5.6060828e-05,8.125478e-08,0.00019526544,0.00019623207,0.00024062814,0.00022585872
WDJ091202.86-033329.46,DA,0.9979276,13.6789,|                   |,0.0002151305,0.9979276,0.00024372179,0.00090165855,6.0700204e-05,5.4844516e-08,0.00026116526,0.00012532019,0.00016354503,0.00010114571
WDJ093318.27-030106.29,DA,0.9960971,29.3442,|                   |,0.00040864505,0.9960971,0.0002703802,0.0019504371,0.00014231954,2.7867293e-07,0.0003102708,0.00025877755,0.00038380234,0.00017790357
WDJ093820.55+083139.66,P<0.7,0.55754507,29.1399,|                   |,0.00918912,0.16215226,0.010685123,9.3388815e-05,0.24293423,0.0001399138,0.0030376776,0.0037283092,0.010494866,0.55754507
WDJ090957.48+111110.98,DB,0.99935174,14.7386,|                   |,4.4660574e-06,1.7413755e-13,1.1359378e-05,9.2597457e-17,0.99935174,0.0005314042,1.5565201e-06,3.1223408e-05,6.303973e-06,6.189557e-05
WDJ090123.85+350616.48,DA,0.9977669,11.4559,|                   |,0.00023111393,0.9977669,0.00024296623,0.0009548204,0.00010424186,9.975501e-08,0.00014023182,0.00018403408,0.00021470585,0.00016080713
WDJ095202.34-030537.24,DZ,0.989402,12.6198,|                   |,9.60328e-06,2.299852e-08,9.3335926e-05,0.009217706,7.810058e-10,0.0003130237,0.00010809544,0.00015377284,0.989402,0.000702442
WDJ092111.06-061831.85,DA,0.9953023,8.8404,|                   |,0.0005733234,0.9953023,0.0004067211,0.0012653935,0.00018229373,2.3176204e-07,0.0007821518,0.00039307275,0.00059553614,0.00049892504
WDJ090221.87-065230.98,DA,0.9970755,25.2512,|                   |,0.00042876808,0.9970755,0.00031007652,0.0010589178,8.63576e-05,9.1713815e-08,0.0003998302,0.00023497836,0.00021889298,0.00018660788
WDJ091458.95+383658.27,DAH,0.88802594,82.0683,|                   |,0.006452641,0.01449596,0.88802594,6.2003737e-06,0.0072598555,3.1052662e-06,0.025139127,0.04907396,0.008929698,0.00061355875
WDJ092717.44-005416.59,DA,0.85910565,9.3643,|                   |,0.0016315315,0.85910565,0.12925504,0.00026541497,0.0010406416,3.214993e-07,0.0024147625,0.004350917,0.0013172957,0.0006183699
WDJ092233.14+050640.04,DAH,0.87236965,19.3285,|                   |,0.010573899,0.0068165427,0.87236965,1.9264573e-06,0.07412578,2.0949059e-05,0.00932373,0.019883597,0.0043643927,0.0025194837
WDJ092530.93+775911.68,DA,0.9962985,14.9821,|                   |,0.00034907952,0.9962985,0.00052613334,0.0017197927,0.00013700605,2.364974e-07,0.00016774515,0.00027616858,0.00036134935,0.00016405433
WDJ095007.24+445147.05,DA,0.9972636,12.3566,|                   |,0.00043195765,0.9972636,0.00022504578,0.00094166916,7.7075485e-05,7.277876e-08,0.00025415467,0.00024705747,0.0002722906,0.00028703723
WDJ095234.54-052024.63,DA,0.99293256,8.932,|                   |,0.0001371522,0.99293256,0.0029141456,0.0006986543,0.00012557385,8.835717e-08,0.002543526,0.00012008991,0.0004158191,0.00011244839
WDJ095817.18+084653.46,DA,0.9966691,16.3907,|                   |,9.708583e-05,0.9966691,0.0013548234,0.00040908263,0.00010323549,4.237298e-08,0.0009793211,7.241808e-05,0.0002264342,8.85053e-05
WDJ094609.51+144244.80,DA,0.9973301,19.3544,|                   |,0.000380137,0.9973301,0.00020164205,0.0011105459,0.00015902023,1.7707202e-07,0.00016048813,0.00020542799,0.00022476999,0.00022764823
WDJ091228.38+662245.89,DA,0.99628335,11.6534,|                   |,7.858577e-05,0.99628335,0.0012451465,0.0011457579,9.844151e-05,1.13210895e-07,0.00070821494,9.1241374e-05,0.00026839125,8.082173e-05
WDJ093509.61-022348.52,DA,0.9976574,48.2224,|                   |,0.00033685085,0.9976574,0.00037435154,0.0008951411,0.000101965765,9.148807e-08,0.00017663538,0.00014961712,0.00015763284,0.00015020973
WDJ094854.07+713305.40,DA,0.9969474,11.6505,|                   |,0.00034498304,0.9969474,0.0004923595,0.00082886196,9.666827e-05,8.0369986e-08,0.0003574072,0.00033926876,0.0003362126,0.00025686462
WDJ093440.44+714044.19,DA,0.9972715,12.6597,|                   |,6.124043e-05,0.9972715,0.00023781348,0.0010864347,0.00014209679,1.5480126e-07,0.00019360667,0.00012196783,0.00038554324,0.00049957924
WDJ090515.08-234257.31,DA,0.9966701,46.0102,|                   |,0.0003520817,0.9966701,0.0012977896,0.0004729304,0.00014460708,6.8617574e-08,0.00043561135,0.0002882399,0.00018775818,0.00015079702
WDJ094921.14+003653.52,P<0.7,0.63461864,14.444,|                   |,0.007284242,0.035594255,0.0453751,4.8820053e-05,0.1685834,0.00023122411,0.63461864,0.08151261,0.022703232,0.00404847
